"AID,A,10","AISTITLE,L,1","HEADING1,A,40","HEADING2,A,40","ASECONDID,A,10","AFREE,A,40","ACAT,A,3","AINTCAT,A,10","ACATCOMM,A,1","ADBCD,A,1","AISCOST,L,1","AVATTYPE,A,1","AVATENAT1,A,3","AVATENAT2,A,3","AVATECMP,N,8","AVATNNAT1,A,3","AVATNNAT2,A,3","AVATNCMP,N,8","AVATINAT1,A,3","AVATINAT2,A,3","AVATICMP,N,8","AISSUMMARY,L,1","AISSTATUS,L,1","AISREADONL,L,1","AISSECRET,L,1","VTRAVFA,L,1","AISMATCH,L,1","DEPACC,A,10","PROVACC,A,10","HISINTRASTAT,L,1","AMATCHNO,I,4","ABALANCE,A,10","AREM,A,35","AVATCAS,L,1","ACCTSECONDID,L,1","AMEMO,M,11","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","PRCNDCHARGES,N,8","PRCPRIVATE,N,8","COSTRDEP,L,1","COST_DEP,A,8","COSTRPROD,L,1","COST_PROD,A,10","COSTRPROJ,L,1","COST_PROJ,A,8","TYPENDCHARGES,A,3","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","AFIXTYPE,A,10","ASLEEPING,L,1","DISCADVNOT,L,1"
571000,0,Caisse S Hohlstamm,,,,,FINANC,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,1,ASSETS,,0,0,,1998-12-26 14:06:24,2004-02-12 12:20:40,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
573000,0,Caisse Patricia Schils,,,,,FINANC,,,0,,,,,,,,,,,1,0,0,0,0,1,,,0,1,ASSETS,,0,0,,1998-12-26 14:06:24,2002-03-12 11:16:13,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
580000,0,VIREMENTS INTERNES,,,,,DEFAULT,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,955,ASSETS,,0,0,,1998-12-26 14:06:24,2003-05-16 14:25:38,NEURAY,,,0,,0,,0,,,,,SCHILS,2008-08-04 08:49:35,M,,,0,0
580001,0,TRANSFERT COMPTES CCIAV,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,7,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 09:56:22,SCHILS,2007-03-02 10:25:59,A,000,,0,0
580002,0,TRANSFERT CCILG,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,9,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-04 17:00:16,SCHILS,2007-03-02 10:25:59,A,000,,0,0
6,1,COMPTES DE CHARGES,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
60,1,ACHAT DE MARCHANDISES,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2000-04-03 14:21:57,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
601000,0,BIENS & SERVICE - INFOS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,588,EXPENSE,,0,0,,2004-02-11 14:53:12,2004-03-12 14:14:35,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-07-29 09:54:12,M,,,0,0
601010,0,IMPRESSIONS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,533,EXPENSE,,0,0,,2004-02-12 12:21:22,2004-02-12 12:22:09,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601020,0,GRAPHISME,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,144,EXPENSE,,0,0,,2004-02-12 15:14:06,2004-02-13 14:04:37,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601030,0,MAILINGS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,154,EXPENSE,,0,0,,2004-02-12 12:23:39,2004-03-12 14:14:42,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601100,0,CATERING,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,554,EXPENSE,,0,0,,2004-02-12 12:24:05,2004-02-12 12:24:19,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601140,0,DEBOURS AMBASSADES,,,,,,,,1,,,,,,,,,,,0,0,1,0,0,1,,,0,3,EXPENSE,,0,0,,2004-03-04 16:06:04,2004-03-04 16:06:32,SCHILS,,,1,RI,1,AMB,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601200,0,LOCATION SALLE & MATERIEL,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,EXPENSE,,0,0,,2004-02-12 12:24:19,2004-02-12 14:11:22,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601300,0,ORATEURS/FORMATEURS,,,,,,,D,1,,,,,,,,,,,0,0,1,0,0,1,,,0,354,EXPENSE,,0,0,,2004-02-12 12:24:38,2004-02-12 12:24:57,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601800,0,FRAIS ADMINISTRATIFS,,,,,,,,1,,,,,,,,,,,0,0,1,0,0,1,,,0,2,,,0,0,,2004-03-08 15:16:11,2004-05-17 10:11:20,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601850,0,ACHAT PR REVENTE,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,2004-03-24 11:47:35,2004-05-17 10:13:08,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
61,1,BIENS ET SERVICES DIVERS,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2000-04-26 12:50:37,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
610,1,LOYERS ET CHARGES LOCATIVES,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2000-04-26 12:50:47,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
610100,0,LOYER VERVIERS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,562,EXPENSE,,0,0,,2004-02-12 12:25:31,2004-02-12 12:26:12,SCHILS,,,1,ADM,1,SITEVERVI,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
610200,0,LOYER LIEGE,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,145,EXPENSE,,0,0,,2004-02-12 12:25:43,2004-02-12 12:26:09,SCHILS,,,1,ADM,1,SITELIEGE,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
611,1,ENTRETIEN ET REPARATIONS,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2004-01-26 16:39:14,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
611100,0,ENTR/REPAR SITE VERVIERS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,205,EXPENSE,,0,0,,2004-02-12 12:26:27,2004-02-12 12:26:47,SCHILS,,,1,ADM,1,SITEVERVI,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
611110,0,ENTRET/REPAR MATERIEL VERVIERS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,2,EXPENSE,,0,0,,2004-02-12 12:27:06,2004-02-12 12:27:23,SCHILS,,,1,ADM,1,SITEVERVI,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
611111,0,ELECTRICITE,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,2004-04-16 09:49:34,2004-04-16 09:49:45,SCHILS,,,1,ADM,1,SITEVERVI,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
611120,0,ENTRET/REPAR MATERIEL LIEGE,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,EXPENSE,,0,0,,2004-02-12 12:27:23,2004-02-12 12:27:38,SCHILS,,,1,ADM,1,SITELIEGE,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
611200,0,ENTRET/REPAR SITE LIEGE,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,562,EXPENSE,,0,0,,2004-02-12 12:26:47,2004-02-12 12:27:06,SCHILS,,,1,ADM,1,SITELIEGE,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
612,1,FOURNITURES DE BUREAU,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2004-02-12 12:28:03,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
612000,0,FOURNITURES DE BUREAU,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,585,EXPENSE,,0,0,,2004-02-12 15:16:00,2004-02-13 14:04:57,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
612010,0,TELEPHONE ET FAX,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,609,EXPENSE,,0,0,,2004-02-12 12:28:08,2004-03-31 10:22:37,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
612100,0,LEASINGS COPIEUR+INFORMATIQUE,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,606,,,0,0,,2004-04-16 09:52:56,2004-04-16 10:55:32,SCHILS,,,1,ADM,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
612400,0,FRAIS POSTAUX,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,248,EXPENSE,,0,0,,2004-02-12 12:28:20,2004-02-13 14:05:04,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
613,1,HONORAIRES,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2004-04-29 13:48:43,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
613000,0,HONORAIRES,,,,,,A,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,672,EXPENSE,,0,0,,2004-02-12 15:16:45,2004-04-01 13:55:19,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-06-09 15:42:46,M,,,0,0
613010,0,HONORAIRES GAG 281,,,,,,A,D,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,EXPENSE,,0,0,,2004-02-12 12:28:50,2004-02-12 14:55:05,SCHILS,,,1,PUBLIC,1,GAG,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
613011,0,COMMISSIONS GAG,,,,,,A,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,1,EXPENSE,,0,0,,,,,,,1,PUBLIC,1,GAG,1,NFIN,,SCHILS,2006-05-19 14:44:39,SCHILS,2008-06-09 08:56:39,A,000,,0,0
613200,0,COTISATIONS DIVERSES,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,593,EXPENSE,,0,0,,2004-02-12 12:29:19,2004-02-12 12:29:32,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
613300,0,CADEAUX / SPONSORING,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,253,EXPENSE,,0,0,,2004-02-12 12:29:41,2004-02-12 12:29:51,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
613350,0,CATERING PERSONNEL CCI,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,674,EXPENSE,,0,0,,2004-02-12 12:29:58,2004-03-12 11:45:25,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-07-29 10:30:24,M,,,0,0
614,1,ASSURANCES DIVERSES HORS PERSONNEL,,,,,,,D,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2004-04-29 13:49:32,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
614000,0,ASSURANCES DIVERSES HORS PERSONNEL,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,698,,,0,0,,2004-02-13 14:14:36,2004-03-18 14:56:53,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
615,1,TRANSPORTS ET DEPLACEMENTS,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2004-04-29 13:49:39,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
615000,0,TRANSPORTS ET DEPLACEMENTS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,736,EXPENSE,,0,0,,2004-02-12 15:17:42,2004-03-16 11:21:59,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
615100,0,Franchises autos,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,1,EXPENSE,,0,0,,,,,,,1,,1,,1,,,SCHILS,2007-02-13 13:46:17,SCHILS,2008-05-19 16:34:45,A,000,,0,0
615200,0,FRAIS DE PORT,,,,,,,D,1,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,2004-02-12 12:30:39,2004-02-12 12:30:49,SCHILS,,,1,ADM,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
616000,0,PUBLICITE GENERAL,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,3,EXPENSE,,0,0,,2004-02-12 15:18:38,2004-04-19 09:41:44,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
616100,0,FRAIS DE REPRESENTATION,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,750,EXPENSE,,0,0,,2004-02-12 12:31:14,2004-06-10 13:45:30,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
617000,0,DOCUMENTATION ABONNEMENTS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,743,EXPENSE,,0,0,,2004-02-12 15:19:11,2004-03-18 15:59:44,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
617100,0,FORMATION PERSONNEL,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,567,EXPENSE,,0,0,,2004-02-12 12:31:52,2004-04-16 16:50:09,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
62,1,PERSONNEL ASSURANCES,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2004-02-12 12:32:22,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
620000,0,APPOINTEMENTS,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,757,EXPENSE,,0,0,,2004-02-12 12:32:31,2004-02-12 12:32:52,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
620001,0,Avantage nature auto,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,,,,,,1,,1,,1,,,SCHILS,2006-04-07 09:38:50,SCHILS,2008-05-19 16:34:45,A,000,,0,0
620010,0,PRIMES,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,1,EXPENSE,,0,0,,,,,,,1,,1,,1,,,SCHILS,2006-04-07 09:42:36,SCHILS,2008-05-19 16:34:45,A,000,,0,0
620120,0,PECULE DE VACANCE,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,1,EXPENSE,,0,0,,,,,,,1,,1,,1,,,SCHILS,2006-04-07 09:43:09,SCHILS,2008-05-19 16:34:45,A,000,,0,0
620200,0,INTERVENTION ACTIVA (DIMINUT CHARGES°,,,,,,,,1,,,,,,,,,,,0,0,1,0,0,1,,,0,2,EXPENSE,,0,0,,2004-02-12 12:32:52,2004-02-12 12:33:17,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
620210,0,INTERVENTION ACTIVA,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,2004-05-26 11:34:21,2004-05-26 11:46:46,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
620211,0,DEDUCTION STRUCTURELLE,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,,,,,,1,,1,,1,,,SCHILS,2006-02-06 16:51:15,SCHILS,2008-05-19 16:34:45,A,000,,0,0
620212,0,REDUCTIONS TRAV. AGES,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,,,,,,1,,1,,1,,,SCHILS,2006-02-06 16:51:39,SCHILS,2008-05-19 16:34:45,A,000,,0,0
620213,0,REDUC PR JEUNES TRAVAILLEURS,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,1,EXPENSE,,0,0,,,,,,,1,EVENEM,1,,1,,,SCHILS,2006-10-13 14:10:27,SCHILS,2008-05-19 16:34:45,A,000,,0,0
620300,0,INTERVENTION APE 5 (EX ACS),,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,7,EXPENSE,,0,0,,2004-02-12 12:33:17,2004-02-12 12:33:35,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
620500,0,CHEQUE ALE,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,276,EXPENSE,,0,0,,2004-02-12 12:33:35,2004-02-12 12:33:47,SCHILS,,,1,ADM,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
621000,0,COTIS PATRONALE S/ASS GROUPE,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,EXPENSE,,0,0,,2004-02-12 12:33:47,2004-02-12 12:34:03,SCHILS,,,1,ADM,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
621110,0,ONSS PATRONALE,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,759,,,0,0,,2004-05-26 10:05:46,2004-05-26 10:05:52,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
621200,0,CHARGES PATRONALES ONSS EMPLOYES,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,2004-02-12 12:34:03,2004-02-13 14:06:43,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
623100,0,ASSURANCES DU PERSONNEL,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,772,EXPENSE,,0,0,,2004-02-12 12:34:20,2004-03-16 15:52:12,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
623210,0,AVANTAGE EN NATURE VEHICULE,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,768,,,0,0,,,,,,,1,,1,NFIN,1,NFIN,,SCHILS,2004-08-25 16:41:53,SCHILS,2008-05-19 16:34:45,A,000,,0,0
623500,0,INTERIMAIRES,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,2004-02-12 12:34:34,2004-04-16 16:12:48,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
623600,0,CHARGES DE REMUNERATIONS DIVERSES,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,2,EXPENSE,,0,0,,,,,,,1,,1,,1,,,SCHILS,2004-11-15 16:08:01,SCHILS,2008-05-19 16:34:45,A,000,,0,0
623700,0,Remboursement frais propres,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,3,,,0,0,,,,,,,1,,1,NFIN,1,NFIN,,SCHILS,2005-02-08 18:19:44,SCHILS,2008-05-19 16:34:45,A,000,,0,0
623900,0,FRAIS PROPRES A L'EMPLOYEUR,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,495,EXPENSE,,0,0,,2004-02-12 12:34:41,2004-05-26 11:00:26,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
624000,0,Provision Pécule de vacances,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,3,,,0,0,,,,,,,1,ADM,1,NFIN,1,NFIN,,SCHILS,2005-02-08 13:29:53,SCHILS,2008-05-19 16:34:45,A,000,,0,0
624100,0,Reprise Pécule de vacances,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,1,ADM,1,NFIN,1,NFIN,,SCHILS,2005-02-08 13:29:13,SCHILS,2008-05-19 16:34:45,A,000,,0,0
624300,0,Reprise prov intéressement,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,2,EXPENSE,,0,0,,,,,,,1,ADM,1,NFIN,1,NFIN,,SCHILS,2006-09-19 09:11:22,SCHILS,2008-05-19 16:34:45,A,000,,0,0
626000,0,Prov primes fin d'année,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,208,EXPENSE,,0,0,,,,,,,1,,1,,1,,,SCHILS,2006-05-19 10:15:24,SCHILS,2008-05-19 16:34:45,A,000,,0,0
63,1,"AMORTIS.,RED.VAL.,PROV. PR RIS",,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
630200,0,DOTAT° AMORT IMMOB. CORPORELLES,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,929,,,0,0,,2004-02-12 12:35:17,2004-04-16 16:13:14,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
634000,0,REDUCTIONS DE VALEURS,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,838,,,0,0,,2004-02-12 12:35:29,2004-02-12 12:35:39,SCHILS,,,1,ADM,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
634001,0,DOT RED VAL (60-90 JOURS),,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,,,,,,1,ADM,1,NFIN,1,NFIN,,SCHILS,2006-02-06 16:28:51,SCHILS,2008-05-19 16:34:45,A,000,,0,0
634100,0,REPRISE RDV S/CLIENTS,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,411,,,0,0,,,,,,,1,ADM,1,NFIN,1,NFIN,,SCHILS,2005-09-13 14:53:57,SCHILS,2008-05-19 16:34:45,A,000,,0,0
