"id","parent_id:id","name","type","sequence"
"F518","F516","Automatic migration of the data without external scripts","criterion",1
"F519","F516","Automatic migration of the logic/workflow without external scripts","criterion",1
"F520","F516","Route and process documents from invalid to valid states","criterion",1
"F521","F516","Availability of open source migration scripts","criterion",1
"F522","F516","Availability of payable migration scripts instead of services","criterion",1
"F523","F516","Availability of a service offer to migration","criterion",1
"F524","F516","Public price available for the migration service offer","criterion",1
"F525","F515","Migration system for bugfixes or small features","view",1
"F526","F525","Availability of patches for bugfixes","criterion",1
"F527","F525","Automatic migration of the data based on patches","criterion",1
"F528","F525","Availability of open source migration scripts for patches","criterion",1
"F529","F525","Availability of payable migration scripts instead of services","criterion",1
"F530","F525","Availability of a service offer to apply bugfixes","criterion",1
"F531","F515","Migration system and specific developments","view",1
"F532","F531","Automatic migrations for screens","criterion",1
"F533","F531","In one table, some fields may belongs to official distribution and others not","criterion",1
"F534","F531","In one screen, some fields may belongs to official distribution and others not","criterion",1
"F535","F531","Support for automatic migration of a part of the screen","criterion",1
"F536","F515","Automatic migrations for the logic layer","view",1
"F537","F536","The way document are processed is described through meta-data and not code","criterion",1
"F538","F536","Ability to migrate workflow (or logic) with states from official release and states for specific devs","criterion",1
"F539","F502","Communication Tools","view",1
"F541","F539","Ability to define automatic emails on specific status of each document","criterion",1
"F542","F539","Ability to define automatic SMS on specific status of each document","criterion",1
"F543","F539","Ability to prepare paper based mailing on specific status of each document","criterion",1
"F544","F539","Ability to trigger status change of documents based on email reception","criterion",1
"F545","F539","Ability to trigger status change of documents based on sms reception","criterion",1
"F546","F502","Objects changes based on events or status of documents","view",1
"F547","F546","Ability to create new objects","criterion",1
"F548","F546","Ability to modify existing objects","criterion",1
"F549","F546","Ability to delete existing objects","criterion",1
"F550","F546","Ability to trigger workflow events on specific objects","criterion",1
"F551","F502","Automated actions based on events or documents status","view",1
"F552","F551","Ability to trigger static reports (HTML or PDF)","criterion",1
"F553","F551","Ability to trigger modifiable reports (open in Office)","criterion",1
"F554","F551","Ability to trigger others actions","criterion",1
"F555","F551","Ability to trigger status change","criterion",1
"F556","F502","Definition of complex actions as parametrization, not development","view",1
"F557","F556","Ability to define loops (for) in actions","criterion",1
"F558","F556","Ability to define conditions (if) in actions","criterion",1
"F559","F556","Ability to define nested actions (recursive)","criterion",1
"F560","F502","Connection to external systems as parametrization","view",1
"F561","F560","Ability to manges automatically Id's of third party application for synchronisation","criterion",1
"F562","F560","Ability to detect third party web-services through introspection","criterion",1
"F563","F560","Ability to trigger requests to third party applications using XML-RPC","criterion",1
"F564","F560","Ability to trigger requests to third party applications using SOAP","criterion",1
"F565","F560","Ability to trigger requests to third party applications using REST","criterion",1
"F566","F503","Separation of the data and the code","view",1
"F567","F566","The definition of the screens are separated from code of objects","criterion",1
"F568","F566","The layout of screens are defined as data not code","criterion",1
"F569","F566","You don't need to develop to define new screens","criterion",1
"F570","F503","Available widgets for screen definition","view",1
"F571","F570","Widgets for relationships","view",1
"F572","F571","Relation widget to one resource (1:n)","criterion",1
"F573","F571","Relation widget to any number of resources (m:n)","criterion",1
"F574","F571","One resource related to any number of others resources (n:1)","criterion",1
"F575","F570","Specific widgets","view",1
"F576","F575","Availability of currency widgets (with conversions)","criterion",1
"F577","F575","Availability of time widgets","criterion",1
"F578","F575","Availability of date and time widgets","criterion",1
"F579","F570","Advanced static widgets (just for reading purpose)","view",1
"F580","F579","Availability of static graphs widgets","criterion",1
"F581","F579","Availability of static calendar widgets with monthly view","criterion",1
"F582","F579","Availability of static gantt charts widgets","criterion",1
"F583","F579","Availability of static grids widgets","criterion",1
"F584","F570","Advanced dynamic widgets","view",1
"F585","F584","Availability of dynamic graphs widgets","criterion",1
"F586","F584","Availability of dynamic calendar widgets with monthly view","criterion",1
"F587","F584","Availability of dynamic gantt charts widgets","criterion",1
"F588","F584","Availability of editable grids widgets","criterion",1
"F589","F503","Ability to extend views from modules/plugins","view",1
"F590","F589","Ability to add custom fields in base views","criterion",1
"F591","F589","Ability to remove custom fields from base views","criterion",1
"F592","F589","Ability to define new kind of widgets in modules/plugins","criterion",1
"F593","F505","Workflow engine","view",1
"F595","F593","Function calls from one object to another are managed by a workflow engine","criterion",1
"F596","F593","All objects of the system that require a logic uses worklows","criterion",1
"F597","F593","Workflow engine support nested workflows","criterion",1
"F598","F593","Workflow engine support split modes per activity: XOR, OR, AND","criterion",1
"F599","F593","Workflow engine support join modes per activity: XOR, OR, AND","criterion",1
"F600","F593","An instance can be in any number of activities in the same time","criterion",1
"F601","F593","Different workflows can be defined for the same document","criterion",1
"F602","F505","Workflow definition","view",1
"F603","F602","The workflow definition is in XML","criterion",1
"F604","F602","The workflow definition is compatible with WfMC","criterion",1
"F605","F602","The workflow definition can be overrided in specific modules","criterion",1
"F606","F602","Availability of a workflow editor that is able to save the workflow","criterion",1
"F607","F505","Workflow evolution","view",1
"F608","F607","The workflow engine as an automatic migration system","criterion",1
"F609","F607","The workflow migration is able to change documents in invalid state","criterion",1
"F610","F607","You do not have to define hooks to connect the workflow to objects","criterion",1
"F611","F482","Lines of code required to develop a new feature","view",1
"F612","F611","SLOC(*) for the whole ERP <15.000 lines","criterion",1
"F613","F611","SLOC(*) for the whole ERP <25.000 lines","criterion",1
"F614","F611","SLOC(*) for the whole ERP <35.000 lines","criterion",1
"F615","F611","SLOC(*) for the whole ERP <55.000 lines","criterion",1
"F616","F611","SLOC(*) for the whole ERP <100.000 lines","criterion",1
"F617","F611","SLOC(*) for the whole ERP <200.000 lines","criterion",1
"F618","F611","SLOC(*) for the whole ERP <500.000 lines","criterion",1
"F619","F503","Flexibility of screens definition","view",1
"F620","F619","Ability to trigger modifications of fields according to others","criterion",1
"F621","F619","Change properties of fields (readonly, invisible, ...) according to others","criterion",1
"F622","F619","Ability to include HTML to define views","criterion",1
"F623","F619","Ability to include scripts whithin views for custom behaviours","criterion",1
"F624","F619","Ability to include AJAX within views","criterion",1
"F625","F453","The open source licence is OSI compliant","criterion",1
"F626","F274","Analytic Structure","view",1
"F627","F626","Support for multiple analytic plans","criterion",1
"F628","F626","Each analytic plan can be hierarchised (tree structure)","criterion",1
"F629","F626","Support for an unlimited number of plans and hierarchy levels","criterion",1
"F630","F626","Each analytic account can work with multiple currencies","criterion",1
"F631","F274","Automatic integration with others components","view",1
"F632","F631","Supplier and customer invoices generates analytic entries","criterion",1
"F633","F631","Manufacturing orders can create analytic entries costs","criterion",1
"F634","F631","Costs of employee generates analytic entries through timesheets","criterion",1
"F635","F631","Assets are integrated with analytic accounting","criterion",1
"F636","F631","Employees leaves/hollidays can generate analytic costs","criterion",1
"F637","F631","Time spent on a task can generate analytic entries","criterion",1
"F638","F274","Entries encoding","view",1
"F639","F638","Support for manually encoding of analytic entries","criterion",1
"F640","F638","Support for analytic entries without financial entries counter-part","criterion",1
"F641","F638","Fast encoding in a grid view (ala Excel)","criterion",1
"F642","F638","Support for model of analytic distributions","criterion",1
"F643","F638","One financial entry can be splitted in several analytic lines","criterion",1
"F644","F274","Features","view",1
"F645","F644","Ability to automatically reinvoice costs","criterion",1
"F646","F644","Automatically propose the account based on user, product, date, etc.","criterion",1
"F647","F644","Integrated with project management (planning, costs of tasks, etc.)","criterion",1
"F648","F644","Ability to link users to different products based on contract/account","criterion",1
"F649","F644","Support for multi-company environment","criterion",1
"F650","F644","Ability to consolidates accounts from multiple companies","criterion",1
"F652","F274","Reporting","view",1
"F653","F652","Support for cross-reports between analytic and financial accounts","criterion",1
"F654","F652","Support for cross-reports between several analytic plans","criterion",1
"F655","F652","Availability of graphical dashboards and indicators","criterion",1
"F656","F652","Ability to compute the theorical revenue based on costs and pricelists","criterion",1
"F657","F240","Quotations","view",1
"F658","F657","Ability to create a quotation from a business opportunity (CRM)","criterion",1
"F659","F657","Ability to convert a quotation into a sale order","criterion",1
"F660","F657","Support for sales by lots (tenders)","criterion",1
"F661","F657","Only 2 fields to fill in to encode a quotation (partner, product)","criterion",1
"F662","F657","Support for versions of quotations","criterion",1
"F663","F657","Integration with document management system to store propositions","criterion",1
"F664","F657","Support for attachment of files on quotations","criterion",1
"F943","F657","Drop Shipment Facility","criterion",1
"F944","F657","While Creating orders, Inventory for each item available. ","criterion",1
"F666","F240","Logistic","view",1
"F667","F666","Ability to mix services, products and consumables in one sale order","criterion",1
"F668","F666","Ability to select 'make to stock'/'make to order' logistics on sale order lines","criterion",1
"F669","F666","Ability to select the lot or tracking number on sale order line","criterion",1
"F670","F666","Support for payment before delivery","criterion",1
"F671","F666","Support for automatic invoice after delivery","criterion",1
"F672","F666","Choose between invoice based on delivered or ordered quantities","criterion",1
"F673","F666","Support for advances invoices","criterion",1
"F675","F240","Information availability from quotations","view",1
"F676","F675","History of sales for the related customer","criterion",1
"F677","F675","Zoom into the customer form in one click","criterion",1
"F678","F675","Future stock forecasts for selected product(s)","criterion",1
"F679","F675","Cost computation of the product based on quantities","criterion",1
"F680","F675","Theorical planning for manufacturing orders","criterion",1
"F681","F675","History of purchases for the selected product","criterion",1
"F682","F240","Automatic Invoicing","view",1
"F683","F682","Ability to automatically generate draft or confirmed invoice","criterion",1
"F684","F682","Ability to generate invoices based on sales order","criterion",1
"F685","F682","Ability to generate invoices based on costs on project","criterion",1
"F686","F682","Ability to generate invoices based on deliveries","criterion",1
"F687","F682","Ability to generate invoices based on tasks","criterion",1
"F688","F682","Ability to generate invoices based on manufacturing orders","criterion",1
"F689","F240","Prices and contracts","view",1
"F690","F689","Pricelists","view",1
"F691","F690","Unlimited number of pricelists","criterion",1
"F692","F690","Support for a pricelist system based on rules","criterion",1
"F693","F690","Price computation using factors or sums","criterion",1
"F694","F690","Price can be computed based on others pricelist","criterion",1
"F695","F690","Customer prices can be computed based on supplier prices","criterion",1
"F696","F690","Customer prices can be computed based cost of the product","criterion",1
"F697","F690","A pricelist can have an unlimitted number of versions","criterion",1
"F698","F689","Prices","view",1
"F699","F698","Prices can be based on any field of the product form","criterion",1
"F700","F698","Support for average price costing method","criterion",1
"F701","F698","Support for standard price costing method","criterion",1
"F702","F698","Support for LIFO costing method","criterion",1
"F703","F698","Support for FIFO costing method","criterion",1
"F704","F698","Multi-currencies support and automatic conversions","criterion",1
"F705","F638","Discounts","view",1
"F706","F705","Ability to set a discount per sale order line","criterion",1
"F707","F705","Support for end-of-year discounts","criterion",1
"F708","F705","Support for end-of-campaign discounts","criterion",1
"F709","F705","Support for promotions pricelists","criterion",1
"F710","F330","Customer Portal","view",1
"F711","F710","Portal Management","view",1
"F712","F711","Ability to create and send new users based on a selection of customers","criterion",1
"F713","F711","Ability to reorganise menus of the portal","criterion",1
"F714","F711","Ability to export any kind of document in the portal","criterion",1
"F715","F711","Different access rights possible per customer","criterion",1
"F716","F711","Support for unlimited number of portals (resellers, customers, etc)","criterion",1
"F717","F710","Available Features","view",1
"F718","F717","Customers can access his own sales orders and quotations","criterion",1
"F719","F717","Customers can access and reprint his own invoices","criterion",1
"F720","F717","Customers can work on their own projects and tasks","criterion",1
"F721","F717","Customers can access his after-sales services and support","criterion",1
"F722","F717","Customers can have a restricted visibility on stock availabilities","criterion",1
"F723","F710","Portal User Interface","view",1
"F724","F723","Customers can access using an application to install","criterion",1
"F725","F723","Customers can access using a web interface","criterion",1
"F726","F723","Customers can access documents using a FTP access","criterion",1
"F727","F723","Customers can access documents using a WebDav access","criterion",1
"F728","F723","Customers can access their own documents using web-services","criterion",1
"F729","F330","Supplier Portal","view",1
"F730","F729","Portal Management","view",1
"F731","F730","Ability to create and send new accounts based on a selection of suppliers","criterion",1
"F732","F730","Ability to reorganise menus of the portal","criterion",1
"F733","F730","Ability to export any kind of document in the portal","criterion",1
"F734","F730","Different access rights possible per supplier","criterion",1
"F735","F730","Ability to manage different users for the same supplier","criterion",1
"F736","F729","Supplier Portal Features","view",1
"F737","F736","Suppliers can access and complete requests for quotations","criterion",1
"F739","F736","Suppliers can work on their own projects and tasks","criterion",1
"F741","F736","Suppliers can have a restricted visibility on stock availabilities","criterion",1
"F742","F729","Portal User Interface","view",1
"F743","F742","Suppliers can access using an application to install","criterion",1
"F744","F742","Suppliers can access using a web interface","criterion",1
"F745","F742","Suppliers can access documents using a FTP access","criterion",1
"F746","F742","Suppliers can access documents using a WebDav access","criterion",1
"F747","F742","Suppliers can access their own documents using web-services","criterion",1
"F748","F507","Availability of a report engine that produces PDF","criterion",1
"F749","F507","Availability of a report engine that produces HTML documents","criterion",1
"F750","F507","Availability of a report engine that produces Open Office","criterion",1
"F751","F507","Availability of a report engine that produces Microsoft Office docuements","criterion",1
"F752","F507","You can change on reports if it opens as PDF of editable document","criterion",1
"F753","F508","Availability of reports based on SQL queries","criterion",1
"F754","F508","Availability of a end-user SQL expression builder","criterion",1
"F755","F415","Olap Database","view",1
"F756","F415","Cube Designer","view",1
"F757","F415","Data Browser","view",1
"F758","F415","Data Mining","view",1
"F759","F415","Pre-Configurations","view",1
"F760","F755","Support for basic MDX queries","criterion",1
"F761","F755","Support for all kind of MDX queries","criterion",1
"F762","F755","Access through web-services","criterion",1
"F763","F755","Unlimitted levels hierarcies, dimensions and levels","criterion",1
"F764","F755","MOLAP Database (Memory Olap)","criterion",1
"F765","F755","ROLAP Database (Relationnal Olap)","criterion",1
"F766","F755","HOLAP Database (Hybrid Olap)","criterion",1
"F767","F756","Availability of a end-user cube designer","criterion",1
"F768","F756","Users can build schema and cubes without any SQL knowledge","criterion",1
"F769","F756","Users can build cubes without knowledge of db structure","criterion",1
"F770","F756","Cube builts through the interface are directly useable","criterion",1
"F771","F756","You can create menus in the application that opens cubes directly","criterion",1
"F772","F756","Cube designer support drag & drop","criterion",1
"F773","F757","Support for drill-up/drill-down navigation","criterion",1
"F774","F757","Support for drill-accross navigation","criterion",1
"F775","F757","Support for slicer and filters","criterion",1
"F776","F757","Data can be displayed as dynamic grids","criterion",1
"F777","F757","Data can be displayed as bar charts","criterion",1
"F778","F757","Data can be displayed as pie charts","criterion",1
"F779","F757","Data can be displayed as 3D charts","criterion",1
"F780","F757","Drag & Drop user interface","criterion",1
"F781","F757","You can modify and write MDX queries your self","criterion",1
"F782","F758","Extract, transform, and load transaction data onto the data warehouse system","criterion",1
"F783","F758","Support for artificial neural networks","criterion",1
"F784","F758","Support for decision trees","criterion",1
"F785","F758","Support for nearest neighbor method","criterion",1
"F786","F758","Support for rule induction","criterion",1
"F787","F476","Availability of an integrated ETL system","criterion",4
"F788","F759","Jobs exists to automate simple import from text files","view",1
"F789","F788","A connector exists to import partners","criterion",1
"F790","F788","A connector exists to import products","criterion",1
"F791","F788","A connector exists to import stocks","criterion",1
"F792","F788","A connector exists to import bill of materials","criterion",1
"F793","F788","A connector exists to import projects & tasks","criterion",1
"F794","F759","Projects exists to import full applications","view",1
"F795","F794","Tasks and contacts from Outlook","criterion",1
"F796","F794","Contacts from a GMail account","criterion",1
"F797","F794","Accounting data from Sage","criterion",1
"F798","F794","Accounting data from Tally","criterion",1
"F799","F794","More than 3 others applications","criterion",1
"F800","F794","More than 10 others applications","criterion",1
"F801","F794","More than 20 others applications","criterion",1
"F802","F420","Ability to configure automatic email based on events","criterion",1
"F803","F420","Ability to configure automatic sms based on events","criterion",1
"F804","F420","Ability to trigger printable reports based on events","criterion",1
"F805","F420","Ability to trigger others screens based on events","criterion",1
"F806","F420","Ability to configure an object creation","criterion",1
"F807","F420","Ability to configure an object modification","criterion",1
"F808","F420","Ability to configure signals for the workflow engine","criterion",1
"F809","F420","Ability to configure changes in the user interface","criterion",1
"F810","F413","Availability of end-user report designer","criterion",1
"F811","F413","Possibility to easily add tables in reports","criterion",1
"F812","F413","Possibility to add fields from the main object","criterion",1
"F813","F413","Possibility to add fields related to the main object","criterion",1
"F814","F413","Possibility to loop on relations fields (for ex, sale order lines)","criterion",1
"F815","F413","Possibility to add pictures through report designer","criterion",1
"F816","F413","Possibility to add computed graphs through report designer","criterion",1
"F817","F413","Report designer based on Crystal Report","criterion",1
"F818","F413","Report designer based on Ms. Office","criterion",1
"F819","F413","Report designer based on Open Ofjice","criterion",1
"F820","F413","Report designer based on Jasper Report","criterion",1
"F821","F413","Support for all kind of formating elements: bold, alignment, etc.","criterion",1
"F982","F413","Graphic displays decision tree relationship","criterion",2
"F983","F413","Reporting and analysis in groups","criterion",3
"F984","F413","Dimensions","criterion",2
"F822","F414","Availability of a end-user statistic report designer","criterion",1
"F823","F414","You can create statistic reports without any DB knowledge","criterion",1
"F824","F414","Statistics can be displayed as a bar chart graph","criterion",1
"F825","F414","Statistics can be displayed as a pie chart graph","criterion",1
"F826","F414","Statistics can be displayed as a gantt chart","criterion",1
"F827","F414","Statistics can be displayed as a 3D graph","criterion",1
"F828","F414","The system support at least 5 aggregates function","criterion",1
"F829","F414","The statistics can be computed on joined tables","criterion",1
"F830","F414","You can browse and filter in real time in statistics reports","criterion",1
"F831","F414","Statistics support drill-down navigation","criterion",1
"F832","F414","Statistics support drill-accross navigation","criterion",1
"F833","F242","Ability to define a complete workflow of steps in an offer","criterion",1
"F834","F242","Ability to define products and marketing documents at each step","criterion",1
"F835","F242","Ability to manage multi-media campaigns (email, sms, paper)","criterion",1
"F836","F242","Ability to manage the retro-planning on an offer","criterion",1
"F837","F244","Ability to manage the retro-planning on an campaign","criterion",1
"F838","F244","Tools to manage mass importation of prospects","criterion",1
"F839","F244","Tools to search and avoid deduplications of prospects","criterion",1
"F840","F244","Manage a complete workflow of events for a campaign","criterion",1
"F841","F244","Ability to track segments of cutomers through the campaign","criterion",1
"F842","F269","Availability of a system to prepare payments based on supplier invoices","criterion",1
"F843","F269","Support for partial payments","criterion",1
"F844","F269","Ability to automatically import payments into bank statements or entries","criterion",1
"F845","F269","Different users for preparation and execution of payments","criterion",1
"F846","F269","Print checks based on payment preparations","criterion",1
"F847","F269","Generate eletronic files for bank payments","criterion",1
"F848","F269","Support for the new european standard SEPA for electronic payment","criterion",1
"F849","F270","Availability of a treasury forecast report","criterion",1
"F850","F270","Treasury forecasts based on sales, purchases and invoices","criterion",1
"F851","F270","Treasury forecasts based on CRM opportunities","criterion",1
"F852","F270","Dynamic and graphical forecasts","criterion",1
"F853","F271","Availability of an asset management system","criterion",1
"F854","F271","Availability of inventories of different assets","criterion",1
"F855","F271","Accept for multiple invoices for the same asset","criterion",1
"F856","F271","IFRS compliant assets","criterion",1
"F857","F271","Possibility to amortize the same asset in different ways","criterion",1
"F858","F271","Automatic generation of accounting entries based on assets","criterion",1
"F859","F273","Availability of a bank statement view","criterion",1
"F860","F273","Import entries in bank statements from invoices","criterion",1
"F861","F273","Encode entries in statement or load existing entries in statement","criterion",1
"F862","F273","Support for write-off in payments","criterion",1
"F863","F259","Reconciliation process","view",1
"F864","F863","Support for partial reconciliation","criterion",1
"F865","F863","Automatic reconciliation when several partial closes the reconciliation","criterion",1
"F866","F863","Ability to reconcile from statements","criterion",1
"F867","F863","Ability to reconcile from accounting entries","criterion",1
"F868","F863","Ability to reconcile from invoice payments","criterion",1
"F869","F863","Availability of a tool to automatically detect reconciliations","criterion",1
"F896a","F863","Ability to unreconcile entries for some users","criterion",1
"F870","F259","Multi-Company Support","view",1
"F871","F870","Support for multiple chart of accounts for multiple companies in same DB","criterion",1
"F872","F870","Support for consolidation of multiple chart of accounts in real time","criterion",1
"F873","F870","Accept all reports on consolidated chart of accounts","criterion",1
"F874","F870","Support for different fiscal years for each company","criterion",1
"F875","F259","Multi-Currency Support","view",1
"F876","F875","Support for multiple currencies","criterion",1
"F877","F875","Possibility to automatically update daily currencies rate","criterion",1
"F878","F875","Support for average rate when crediting bank accounts","criterion",1
"F879","F875","Support for current rate when crediting bank accounts","criterion",1
"F880","F875","Support for multiple-currencies in reconciliation process","criterion",1
"F881","F875","Automatic proposition of currencies amount based on account configuration","criterion",1
"F882","F259","Model of entries","view",1
"F883","F882","Availability to define model of entries for recurring operations","criterion",1
"F884","F882","Possibility to define recurring operations for automatic generation","criterion",1
"F885","F882","Ability to call a model when encoding entries","criterion",1
"F886","F882","Ability to put computation formulae in model of entries","criterion",1
"F887","F259","Customers Follow-Up","view",1
"F888","F887","Automatic follow-ups with unlimited levels","criterion",1
"F889","F887","Generations of letters for the customer according to the level","criterion",1
"F890","F887","Automatic emails sent based on follow-ups","criterion",1
"F891","F887","Support for multiple payment terms","criterion",1
"F892","F887","Ability to define default payment terms on customers","criterion",1
"F893","F887","Ability to define default payment terms on suppliers","criterion",1
"F894","F259","Flexibility","view",1
"F895","F894","Ability to confirm draft entries so that you can not change them","criterion",1
"F896","F894","Ability to close a period (not a complete fiscal year)","criterion",1
"F897","F894","Ability to close a journal","criterion",1
"F898","F894","If an entry is confirmed, you can change non legal values (like: notes)","criterion",1
"F899","F894","Unlimitted size for account numbers","criterion",1
"F900","F894","Ability to browse the chart of account as a hiearchy (tree structure)","criterion",1
"F901","F894","Ability to define constraints on accounts to use depending on the journal","criterion",1
"F902","F894","Ability to define customized views for entries per journal","criterion",1
"F903","F894","Ability to configure accounts and taxes on products","criterion",1
"F904","F894","Ability to define accounting rules depending on partners and products","criterion",1
"F905","F259","Closing of fiscal years","view",1
"F906","F905","Automatic generation of entries when closing a fiscal year","criterion",1
"F907","F905","Ability to generate closing entries without closing a fiscal year","criterion",1
"F908","F905","Ability to cancel closing entries without closing a fiscal year","criterion",1
"F909","F905","Manages reconciliation of invoices on closed fiscal years","criterion",1
"F910","F276","Availability of a payroll system","criterion",1
"F911","F276","Integration of payroll with employee's attendances","criterion",1
"F912","F276","Automatic generation of accounting entries","criterion",1
"F913","F277","Ability to manage expense notes","criterion",1
"F914","F277","Allows employee without accounting knowledge to encode their expense","criterion",1
"F915","F277","Ability to manage employee reimbursement","criterion",1
"F916","F277","Automatic generation of accounting entries","criterion",1
"F917","F277","Workflow: Draft -> Confirmed -> Approved Manager -> Approved Accountant","criterion",1
"F918","F277","Support for multi-currencies expenses","criterion",1
"F919","F278","Availability of skills management features on employees","criterion",1
"F920","F278","Employees periodical evaluation forms","criterion",1
"F921","F278","Reports on enterprise consolidated skills","criterion",1
"F922","F279","Availability of a employee leave management system","criterion",1
"F923","F279","Workflow management: request holiday -> accepted by manager -> approved by hr dept.","criterion",1
"F924","F279","Integrated with analytic accounting for costs of leaves","criterion",1
"F925","F279","Integrated with enterprise calendar and planning","criterion",1
"F926","F280","Availability of an attendance management system","criterion",1
"F927","F280","Availability of interfaces with hardware material for attendances","criterion",1
"F928","F275","Timesheets","view",1
"F929_1","F928","Ability to encode timesheets by hours","criterion",1
"F929","F928","Ability to encode timesheets by days","criterion",1
"F930","F928","Integration of timesheets with analytic or cost accounting","criterion",1
"F931","F928","Integration of timesheets with tasks","criterion",1
"F932","F928","Validation workflow on timesheets by periods","criterion",1
"F933","F928","Integration of timesheets with planning","criterion",1
"F934","F928","Integration of timesheets with attendances for comparisons","criterion",1
"F935","F296","Support for phone campaigns","view",1
"F936","F935","Ability to mass import phone calls","criterion",1
"F937","F935","Ability to define rules to route phone calls management","criterion",1
"F938","F297","Synchronisation of contacts with Outlook","criterion",1
"F939","F297","Outlook plugin to push important emails in the software","criterion",1
"F940","F297","Thunderbird plugin to push important emails in the software","criterion",1
"F941","F297","Evolution plugin to push important emails in the software","criterion",1
"F942","F297","Availability of a mail gateway to connect on mail server to integrate with application","criterion",1
"F993","F482","Back up","view",8
"F994","F993","Back can be taken of each individual object. E.g. Table,Form,Report,Code units","criterion",1
"F995","F993","Backup restore at client side easily ","criterion",2
"F996","F993","No need to restart system or create database again","criterion",3
"F997","F993","Whole database backup","criterion",4
"F998","F482","Sequence Generation","view",9
"F999","F998","Define to generate autometic numbers. ","criterion",1
"F1000","F998","Define from which start date to end date use no. series","criterion",2
"F1001","F998","All sequence or number series are defined at one place","criterion",3
"F1002","F998","Crtiteria on sequence","criterion",4
"F1003","F482","Posting Groups","view",10
"F1004","F1003","Relation with accounting","criterion",1
"F1005","F1003","Different Posting groups for Customer, Vendor,Bank Accounts, Inventory Fixed Assets","criterion",2
"F1006","F482","Debugger","view",11
"F1007","F1006","Navision debugger at client side","criterion",1
"F1008","F1006","Debug whole code of process flow","criterion",2
"F1009","F482","Biz Talk server","view",12
"F1010","F1009","Integration with Biz Talk server","criterion",1
"F1011","F482","Import/Export","view",13
"F1012","F1011","Import and Export of Objects","criterion",1
"F1013","F1011","Import and Export of XML,CSV files","criterion",2
"F1014","F482","Data Filtering Facility","view",14
"F1015","F1014","Table filter","criterion",1
"F1016","F1014","Field Filter","criterion",2
"F1017","F1014","Flow Filter ","criterion",3
"F1018","F482","Analysis ","view",15
"F1019","F1018","Dimension are used for analysis and reporting","criterion",1
"F1020","F1018","Two dimension are defined Global and shortcut dimension","criterion",2
"F1021","F1018","Global dimension are exist with all table","criterion",3
"F1022","F1018","User can define his own dimension","criterion",4
"F1023","F482","Miscellaneous ","view",16
"F1024","F1023","To enter current date type 't'","criterion",1
"F1025","F1023","For Date range startdate..enddate","criterion",2
"F1026","F1023","Can set work date for ERP","criterion",3
